2018-04-04T09:37:47.187Z - info: Smart Irrigation System is up and running...
2018-04-04T09:37:49.759Z - info: User function triggered, starting execution
Execution took 2 ms, user function completed successfully
2018-04-04T21:36:27.848Z - info: User function triggered, starting execution
2018-04-04T21:36:27.849Z - info: Execution took 1 ms, user function completed successfully
2018-04-04T21:36:27.858Z - info: User function triggered, starting execution
Execution took 1 ms, user function completed successfully
2018-04-04T21:36:27.863Z - info: User function triggered, starting execution
2018-04-04T21:36:27.863Z - info: User function triggered, starting execution
2018-04-04T21:36:27.863Z - info: User function triggered, starting execution
2018-04-04T21:36:27.864Z - info: User function triggered, starting execution
2018-04-04T21:36:27.865Z - info: User function triggered, starting execution
2018-04-04T21:36:27.866Z - info: User function triggered, starting execution
2018-04-04T21:36:27.867Z - info: Execution took 5 ms, user function completed successfully
Execution took 4 ms, user function completed successfully
2018-04-04T21:36:27.869Z - info: Execution took 4 ms, user function completed successfully
Execution took 3 ms, user function completed successfully
2018-04-04T21:36:27.870Z - info: Execution took 3 ms, user function completed successfully
Execution took 7 ms, user function completed successfully
2018-04-04T21:36:27.878Z - info: User function triggered, starting execution
2018-04-04T21:36:27.880Z - info: Execution took 1 ms, user function completed successfully
2018-04-04T21:36:28.826Z - info: User function triggered, starting execution
2018-04-04T21:36:29.583Z - info: Execution took 757 ms, user function completed successfully
2018-04-04T21:36:29.634Z - info: User function triggered, starting execution
2018-04-04T21:36:29.634Z - info: User function triggered, starting execution
2018-04-04T21:36:29.635Z - info: User function triggered, starting execution
2018-04-04T21:36:29.635Z - info: User function triggered, starting execution
2018-04-04T21:36:29.635Z - info: User function triggered, starting execution
2018-04-04T21:36:29.636Z - info: User function triggered, starting execution
2018-04-04T21:36:29.638Z - info: Execution took 3 ms, user function completed successfully
Execution took 2 ms, user function completed successfully
Execution took 3 ms, user function completed successfully
2018-04-04T21:36:29.638Z - info: Execution took 3 ms, user function completed successfully
2018-04-04T21:36:29.641Z - info: Execution took 3 ms, user function completed successfully
Execution took 5 ms, user function completed successfully
2018-04-04T21:36:29.652Z - info: User function triggered, starting execution
2018-04-04T21:36:29.653Z - info: User function triggered, starting execution
2018-04-04T21:36:29.653Z - info: User function triggered, starting execution
2018-04-04T21:36:29.654Z - info: User function triggered, starting execution
2018-04-04T21:36:29.654Z - info: User function triggered, starting execution
2018-04-04T21:36:29.654Z - info: User function triggered, starting execution
2018-04-04T21:36:29.656Z - info: Execution took 3 ms, user function completed successfully
2018-04-04T21:36:29.657Z - info: Execution took 5 ms, user function completed successfully
2018-04-04T21:36:29.657Z - info: Execution took 4 ms, user function completed successfully
Execution took 3 ms, user function completed successfully
2018-04-04T21:36:29.658Z - info: Execution took 4 ms, user function completed successfully
Execution took 4 ms, user function completed successfully
2018-04-04T21:36:29.667Z - info: User function triggered, starting execution
Execution took 1 ms, user function completed successfully
2018-04-04T21:36:29.670Z - info: User function triggered, starting execution
2018-04-04T21:36:29.672Z - info: User function triggered, starting execution
User function triggered, starting execution
User function triggered, starting execution
2018-04-04T21:36:29.672Z - info: User function triggered, starting execution
2018-04-04T21:36:29.675Z - info: Execution took 2 ms, user function completed successfully
Execution took 3 ms, user function completed successfully
User function triggered, starting execution
2018-04-04T21:36:29.677Z - info: Execution took 5 ms, user function completed successfully
Execution took 4 ms, user function completed successfully
Execution took 5 ms, user function completed successfully
Execution took 2 ms, user function completed successfully
2018-04-04T21:36:29.689Z - info: User function triggered, starting execution
2018-04-04T21:36:29.690Z - info: User function triggered, starting execution
2018-04-04T21:36:29.690Z - info: User function triggered, starting execution
2018-04-04T21:36:29.690Z - info: User function triggered, starting execution
2018-04-04T21:36:29.692Z - info: User function triggered, starting execution
2018-04-04T21:36:29.692Z - info: User function triggered, starting execution
2018-04-04T21:36:29.693Z - info: Execution took 3 ms, user function completed successfully
Execution took 3 ms, user function completed successfully
2018-04-04T21:36:29.695Z - info: Execution took 3 ms, user function completed successfully
Execution took 5 ms, user function completed successfully
2018-04-04T21:36:29.698Z - info: Execution took 3 ms, user function completed successfully
Execution took 4 ms, user function completed successfully
2018-04-04T21:36:29.707Z - info: User function triggered, starting execution
2018-04-04T21:36:29.707Z - info: User function triggered, starting execution
2018-04-04T21:36:29.707Z - info: User function triggered, starting execution
2018-04-04T21:36:29.708Z - info: User function triggered, starting execution
2018-04-04T21:36:29.710Z - info: Execution took 2 ms, user function completed successfully
Execution took 2 ms, user function completed successfully
Execution took 1 ms, user function completed successfully
2018-04-04T21:36:29.710Z - info: Execution took 3 ms, user function completed successfully
2018-04-04T21:36:29.717Z - info: User function triggered, starting execution
2018-04-04T21:36:29.719Z - info: Execution took 1 ms, user function completed successfully
2018-04-04T21:36:32.586Z - info: User function triggered, starting execution
2018-04-04T21:36:32.586Z - info: finished activating farm!!!!!!!!!
2018-04-04T21:36:32.590Z - info: Execution took 4 ms, user function completed successfully
2018-04-04T21:36:32.594Z - info: User function triggered, starting execution
2018-04-04T21:36:33.261Z - info: farm[19eef400-3836-11e8-ac5c-2f23a4b3fe56] activated! with sampling time => 60000 millisecs...
2018-04-04T21:36:43.606Z - info: farm[19eef400-3836-11e8-ac5c-2f23a4b3fe56] checking humidity sensor #1 value at time => Thu Apr 05 2018 04:36:43 GMT+0700 (+07)
2018-04-04T21:36:53.565Z - info: farm[19eef400-3836-11e8-ac5c-2f23a4b3fe56] checking humidity sensor #2 value at time => Thu Apr 05 2018 04:36:53 GMT+0700 (+07)
2018-04-04T21:37:03.778Z - info: farm[19eef400-3836-11e8-ac5c-2f23a4b3fe56] checking humidity sensor #3 value at time => Thu Apr 05 2018 04:37:03 GMT+0700 (+07)
2018-04-04T21:37:13.753Z - info: farm[19eef400-3836-11e8-ac5c-2f23a4b3fe56] checking humidity sensor #4 value at time => Thu Apr 05 2018 04:37:13 GMT+0700 (+07)
2018-04-04T21:37:23.640Z - info: farm[19eef400-3836-11e8-ac5c-2f23a4b3fe56] checking humidity sensor #5 value at time => Thu Apr 05 2018 04:37:23 GMT+0700 (+07)
2018-04-04T21:37:32.595Z - info: Execution took 60003 ms, finished with status: 'timeout'
2018-04-04T21:37:32.606Z - info: Execution took 60014 ms, finished with status: 'crash'
2018-04-04T21:37:32.608Z - error: Something went wrong with the function!
2018-04-04T21:37:32.608Z - error:  Error: Can't set headers after they are sent.
    at validateHeader (_http_outgoing.js:491:11)
    at ServerResponse.setHeader (_http_outgoing.js:498:3)
    at ServerResponse.header (/home/srikaewa/.pnm-global/lib/node_modules/firebase-tools/node_modules/express/lib/response.js:767:10)
    at ServerResponse.send (/home/srikaewa/.pnm-global/lib/node_modules/firebase-tools/node_modules/express/lib/response.js:170:12)
    at ServerResponse.json (/home/srikaewa/.pnm-global/lib/node_modules/firebase-tools/node_modules/express/lib/response.js:267:15)
    at ProxyServer.Supervisor._proxy.on (/home/srikaewa/.pnm-global/lib/node_modules/firebase-tools/node_modules/@google-cloud/functions-emulator/src/supervisor/supervisor.js:107:14)
    at ProxyServer.emit (/home/srikaewa/.pnm-global/lib/node_modules/firebase-tools/node_modules/eventemitter3/index.js:144:27)
    at ClientRequest.proxyError (/home/srikaewa/.pnm-global/lib/node_modules/firebase-tools/node_modules/http-proxy/lib/http-proxy/passes/web-incoming.js:156:18)
    at emitOne (events.js:116:13)
    at ClientRequest.emit (events.js:211:7)
2018-04-04T21:38:40.807Z - info: Smart Irrigation System is up and running...
2018-04-04T21:38:45.666Z - info: User function triggered, starting execution
2018-04-04T21:38:46.015Z - info: Execution took 347 ms, user function completed successfully
2018-04-04T21:38:46.041Z - info: User function triggered, starting execution
2018-04-04T21:38:46.044Z - info: User function triggered, starting execution
2018-04-04T21:38:46.044Z - info: User function triggered, starting execution
2018-04-04T21:38:46.045Z - info: User function triggered, starting execution
2018-04-04T21:38:46.045Z - info: User function triggered, starting execution
2018-04-04T21:38:46.045Z - info: User function triggered, starting execution
2018-04-04T21:38:46.052Z - info: Execution took 7 ms, user function completed successfully
2018-04-04T21:38:46.053Z - info: Execution took 8 ms, user function completed successfully
Execution took 9 ms, user function completed successfully
2018-04-04T21:38:46.054Z - info: Execution took 8 ms, user function completed successfully
Execution took 8 ms, user function completed successfully
2018-04-04T21:38:46.057Z - info: Execution took 13 ms, user function completed successfully
2018-04-04T21:38:46.063Z - info: User function triggered, starting execution
Execution took 1 ms, user function completed successfully
2018-04-04T21:38:46.065Z - info: User function triggered, starting execution
2018-04-04T21:38:46.066Z - info: User function triggered, starting execution
2018-04-04T21:38:46.067Z - info: User function triggered, starting execution
User function triggered, starting execution
2018-04-04T21:38:46.068Z - info: User function triggered, starting execution
2018-04-04T21:38:46.070Z - info: Execution took 3 ms, user function completed successfully
Execution took 3 ms, user function completed successfully
Execution took 3 ms, user function completed successfully
2018-04-04T21:38:46.070Z - info: User function triggered, starting execution
2018-04-04T21:38:46.072Z - info: Execution took 6 ms, user function completed successfully
Execution took 4 ms, user function completed successfully
2018-04-04T21:38:46.074Z - info: Execution took 2 ms, user function completed successfully
2018-04-04T21:38:46.083Z - info: User function triggered, starting execution
User function triggered, starting execution
Execution took 2 ms, user function completed successfully
Execution took 2 ms, user function completed successfully
2018-04-04T21:38:46.088Z - info: User function triggered, starting execution
User function triggered, starting execution
User function triggered, starting execution
Execution took 2 ms, user function completed successfully
Execution took 1 ms, user function completed successfully
Execution took 2 ms, user function completed successfully
2018-04-04T21:38:46.093Z - info: User function triggered, starting execution
2018-04-04T21:38:46.094Z - info: User function triggered, starting execution
2018-04-04T21:38:46.098Z - info: User function triggered, starting execution
Execution took 2 ms, user function completed successfully
Execution took 3 ms, user function completed successfully
Execution took 2 ms, user function completed successfully
2018-04-04T21:38:46.101Z - info: User function triggered, starting execution
2018-04-04T21:38:46.102Z - info: User function triggered, starting execution
User function triggered, starting execution
2018-04-04T21:38:46.105Z - info: Execution took 4 ms, user function completed successfully
Execution took 3 ms, user function completed successfully
2018-04-04T21:38:46.108Z - info: Execution took 5 ms, user function completed successfully
2018-04-04T21:38:46.108Z - info: User function triggered, starting execution
2018-04-04T21:38:46.110Z - info: Execution took 1 ms, user function completed successfully
2018-04-04T21:38:46.113Z - info: User function triggered, starting execution
2018-04-04T21:38:46.119Z - info: Execution took 6 ms, user function completed successfully
User function triggered, starting execution
2018-04-04T21:38:46.119Z - info: User function triggered, starting execution
2018-04-04T21:38:46.120Z - info: User function triggered, starting execution
2018-04-04T21:38:46.122Z - info: Execution took 3 ms, user function completed successfully
Execution took 2 ms, user function completed successfully
2018-04-04T21:38:46.123Z - info: Execution took 3 ms, user function completed successfully
2018-04-04T21:38:52.978Z - info: User function triggered, starting execution
2018-04-04T21:38:53.362Z - info: Execution took 382 ms, user function completed successfully
2018-04-04T21:38:53.406Z - info: User function triggered, starting execution
2018-04-04T21:38:53.406Z - info: User function triggered, starting execution
2018-04-04T21:38:53.407Z - info: User function triggered, starting execution
2018-04-04T21:38:53.407Z - info: User function triggered, starting execution
2018-04-04T21:38:53.407Z - info: User function triggered, starting execution
2018-04-04T21:38:53.408Z - info: User function triggered, starting execution
2018-04-04T21:38:53.411Z - info: Execution took 4 ms, user function completed successfully
Execution took 3 ms, user function completed successfully
Execution took 3 ms, user function completed successfully
2018-04-04T21:38:53.411Z - info: Execution took 4 ms, user function completed successfully
2018-04-04T21:38:53.414Z - info: Execution took 3 ms, user function completed successfully
Execution took 6 ms, user function completed successfully
2018-04-04T21:38:53.417Z - info: User function triggered, starting execution
2018-04-04T21:38:53.420Z - info: Execution took 1 ms, user function completed successfully
2018-04-04T21:38:53.426Z - info: User function triggered, starting execution
User function triggered, starting execution
User function triggered, starting execution
2018-04-04T21:38:53.426Z - info: User function triggered, starting execution
2018-04-04T21:38:53.427Z - info: User function triggered, starting execution
2018-04-04T21:38:53.428Z - info: User function triggered, starting execution
2018-04-04T21:38:53.429Z - info: Execution took 3 ms, user function completed successfully
Execution took 3 ms, user function completed successfully
2018-04-04T21:38:53.430Z - info: Execution took 4 ms, user function completed successfully
Execution took 3 ms, user function completed successfully
2018-04-04T21:38:53.431Z - info: Execution took 3 ms, user function completed successfully
Execution took 3 ms, user function completed successfully
2018-04-04T21:38:53.445Z - info: User function triggered, starting execution
2018-04-04T21:38:53.446Z - info: Execution took 2 ms, user function completed successfully
User function triggered, starting execution
2018-04-04T21:38:53.447Z - info: User function triggered, starting execution
User function triggered, starting execution
User function triggered, starting execution
2018-04-04T21:38:53.448Z - info: User function triggered, starting execution
2018-04-04T21:38:53.450Z - info: Execution took 4 ms, user function completed successfully
Execution took 2 ms, user function completed successfully
Execution took 3 ms, user function completed successfully
2018-04-04T21:38:53.452Z - info: Execution took 4 ms, user function completed successfully
Execution took 2 ms, user function completed successfully
2018-04-04T21:38:53.454Z - info: User function triggered, starting execution
Execution took 1 ms, user function completed successfully
2018-04-04T21:38:53.458Z - info: User function triggered, starting execution
2018-04-04T21:38:53.466Z - info: Execution took 4 ms, user function completed successfully
2018-04-04T21:38:53.468Z - info: User function triggered, starting execution
2018-04-04T21:38:53.470Z - info: User function triggered, starting execution
User function triggered, starting execution
User function triggered, starting execution
2018-04-04T21:38:53.471Z - info: User function triggered, starting execution
2018-04-04T21:38:53.472Z - info: Execution took 4 ms, user function completed successfully
Execution took 4 ms, user function completed successfully
2018-04-04T21:38:53.474Z - info: Execution took 4 ms, user function completed successfully
User function triggered, starting execution
2018-04-04T21:38:53.479Z - info: Execution took 3 ms, user function completed successfully
Execution took 2 ms, user function completed successfully
Execution took 7 ms, user function completed successfully
2018-04-04T21:38:53.486Z - info: User function triggered, starting execution
2018-04-04T21:38:53.486Z - info: User function triggered, starting execution
2018-04-04T21:38:53.487Z - info: User function triggered, starting execution
2018-04-04T21:38:53.488Z - info: Execution took 2 ms, user function completed successfully
Execution took 2 ms, user function completed successfully
2018-04-04T21:38:53.489Z - info: Execution took 1 ms, user function completed successfully
2018-04-04T21:38:56.040Z - info: User function triggered, starting execution
2018-04-04T21:38:56.561Z - info: farm[19eef400-3836-11e8-ac5c-2f23a4b3fe56] has been activated! with sampling time => 60000 millisecs...
2018-04-04T21:38:56.561Z - info: finished activating farm!!!!!!!!!
2018-04-04T21:38:56.573Z - info: Execution took 531 ms, user function completed successfully
2018-04-04T21:38:56.585Z - info: User function triggered, starting execution
2018-04-04T21:39:06.964Z - info: farm[19eef400-3836-11e8-ac5c-2f23a4b3fe56] checking humidity sensor #1 value at time => Thu Apr 05 2018 04:39:06 GMT+0700 (+07)
2018-04-04T21:39:16.897Z - info: farm[19eef400-3836-11e8-ac5c-2f23a4b3fe56] checking humidity sensor #2 value at time => Thu Apr 05 2018 04:39:16 GMT+0700 (+07)
2018-04-04T21:39:27.035Z - info: farm[19eef400-3836-11e8-ac5c-2f23a4b3fe56] checking humidity sensor #3 value at time => Thu Apr 05 2018 04:39:27 GMT+0700 (+07)
2018-04-04T21:39:36.967Z - info: farm[19eef400-3836-11e8-ac5c-2f23a4b3fe56] checking humidity sensor #4 value at time => Thu Apr 05 2018 04:39:36 GMT+0700 (+07)
2018-04-04T21:39:46.900Z - info: farm[19eef400-3836-11e8-ac5c-2f23a4b3fe56] checking humidity sensor #5 value at time => Thu Apr 05 2018 04:39:46 GMT+0700 (+07)
2018-04-04T21:39:56.585Z - info: Execution took 60003 ms, finished with status: 'timeout'
2018-04-04T21:39:56.596Z - info: Execution took 60014 ms, finished with status: 'crash'
2018-04-04T21:39:56.598Z - error: Something went wrong with the function!
2018-04-04T21:39:56.598Z - error:  Error: Can't set headers after they are sent.
    at validateHeader (_http_outgoing.js:491:11)
    at ServerResponse.setHeader (_http_outgoing.js:498:3)
    at ServerResponse.header (/home/srikaewa/.pnm-global/lib/node_modules/firebase-tools/node_modules/express/lib/response.js:767:10)
    at ServerResponse.send (/home/srikaewa/.pnm-global/lib/node_modules/firebase-tools/node_modules/express/lib/response.js:170:12)
    at ServerResponse.json (/home/srikaewa/.pnm-global/lib/node_modules/firebase-tools/node_modules/express/lib/response.js:267:15)
    at ProxyServer.Supervisor._proxy.on (/home/srikaewa/.pnm-global/lib/node_modules/firebase-tools/node_modules/@google-cloud/functions-emulator/src/supervisor/supervisor.js:107:14)
    at ProxyServer.emit (/home/srikaewa/.pnm-global/lib/node_modules/firebase-tools/node_modules/eventemitter3/index.js:144:27)
    at ClientRequest.proxyError (/home/srikaewa/.pnm-global/lib/node_modules/firebase-tools/node_modules/http-proxy/lib/http-proxy/passes/web-incoming.js:156:18)
    at emitOne (events.js:116:13)
    at ClientRequest.emit (events.js:211:7)
2018-04-04T21:42:46.713Z - info: Smart Irrigation System is up and running...
2018-04-04T21:42:51.653Z - info: User function triggered, starting execution
2018-04-04T21:42:52.480Z - info: Execution took 826 ms, user function completed successfully
2018-04-04T21:42:52.509Z - info: User function triggered, starting execution
User function triggered, starting execution
2018-04-04T21:42:52.510Z - info: User function triggered, starting execution
2018-04-04T21:42:52.510Z - info: User function triggered, starting execution
2018-04-04T21:42:52.511Z - info: User function triggered, starting execution
2018-04-04T21:42:52.511Z - info: User function triggered, starting execution
2018-04-04T21:42:52.517Z - info: Execution took 7 ms, user function completed successfully
2018-04-04T21:42:52.518Z - info: Execution took 8 ms, user function completed successfully
Execution took 8 ms, user function completed successfully
2018-04-04T21:42:52.519Z - info: Execution took 8 ms, user function completed successfully
Execution took 8 ms, user function completed successfully
2018-04-04T21:42:52.522Z - info: Execution took 13 ms, user function completed successfully
2018-04-04T21:42:52.529Z - info: User function triggered, starting execution
User function triggered, starting execution
Execution took 1 ms, user function completed successfully
Execution took 1 ms, user function completed successfully
2018-04-04T21:42:52.530Z - info: User function triggered, starting execution
2018-04-04T21:42:52.530Z - info: User function triggered, starting execution
2018-04-04T21:42:52.531Z - info: User function triggered, starting execution
2018-04-04T21:42:52.534Z - info: User function triggered, starting execution
Execution took 2 ms, user function completed successfully
Execution took 3 ms, user function completed successfully
Execution took 2 ms, user function completed successfully
2018-04-04T21:42:52.536Z - info: Execution took 3 ms, user function completed successfully
2018-04-04T21:42:52.537Z - info: User function triggered, starting execution
2018-04-04T21:42:52.537Z - info: User function triggered, starting execution
2018-04-04T21:42:52.539Z - info: Execution took 2 ms, user function completed successfully
2018-04-04T21:42:52.540Z - info: Execution took 2 ms, user function completed successfully
2018-04-04T21:42:52.550Z - info: User function triggered, starting execution
2018-04-04T21:42:52.551Z - info: Execution took 2 ms, user function completed successfully
User function triggered, starting execution
User function triggered, starting execution
2018-04-04T21:42:52.552Z - info: User function triggered, starting execution
2018-04-04T21:42:52.552Z - info: User function triggered, starting execution
2018-04-04T21:42:52.553Z - info: User function triggered, starting execution
2018-04-04T21:42:52.554Z - info: Execution took 3 ms, user function completed successfully
Execution took 4 ms, user function completed successfully
2018-04-04T21:42:52.555Z - info: Execution took 4 ms, user function completed successfully
2018-04-04T21:42:52.557Z - info: Execution took 3 ms, user function completed successfully
Execution took 3 ms, user function completed successfully
2018-04-04T21:42:52.564Z - info: User function triggered, starting execution
Execution took 1 ms, user function completed successfully
2018-04-04T21:42:52.568Z - info: User function triggered, starting execution
2018-04-04T21:42:52.569Z - info: User function triggered, starting execution
User function triggered, starting execution
2018-04-04T21:42:52.572Z - info: User function triggered, starting execution
User function triggered, starting execution
2018-04-04T21:42:52.573Z - info: Execution took 4 ms, user function completed successfully
Execution took 4 ms, user function completed successfully
2018-04-04T21:42:52.575Z - info: Execution took 4 ms, user function completed successfully
Execution took 3 ms, user function completed successfully
2018-04-04T21:42:52.577Z - info: User function triggered, starting execution
Execution took 8 ms, user function completed successfully
2018-04-04T21:42:52.579Z - info: Execution took 1 ms, user function completed successfully
2018-04-04T21:42:52.583Z - info: User function triggered, starting execution
2018-04-04T21:42:52.584Z - info: User function triggered, starting execution
2018-04-04T21:42:52.585Z - info: Execution took 1 ms, user function completed successfully
Execution took 1 ms, user function completed successfully
2018-04-04T21:42:58.980Z - info: User function triggered, starting execution
2018-04-04T21:42:59.231Z - info: Execution took 248 ms, user function completed successfully
2018-04-04T21:42:59.267Z - info: User function triggered, starting execution
2018-04-04T21:42:59.268Z - info: User function triggered, starting execution
2018-04-04T21:42:59.268Z - info: User function triggered, starting execution
2018-04-04T21:42:59.269Z - info: User function triggered, starting execution
2018-04-04T21:42:59.269Z - info: User function triggered, starting execution
2018-04-04T21:42:59.270Z - info: User function triggered, starting execution
2018-04-04T21:42:59.273Z - info: Execution took 4 ms, user function completed successfully
Execution took 4 ms, user function completed successfully
2018-04-04T21:42:59.273Z - info: Execution took 4 ms, user function completed successfully
2018-04-04T21:42:59.274Z - info: Execution took 4 ms, user function completed successfully
Execution took 4 ms, user function completed successfully
Execution took 7 ms, user function completed successfully
2018-04-04T21:42:59.289Z - info: User function triggered, starting execution
2018-04-04T21:42:59.289Z - info: User function triggered, starting execution
2018-04-04T21:42:59.289Z - info: User function triggered, starting execution
2018-04-04T21:42:59.290Z - info: User function triggered, starting execution
2018-04-04T21:42:59.290Z - info: User function triggered, starting execution
2018-04-04T21:42:59.292Z - info: User function triggered, starting execution
2018-04-04T21:42:59.293Z - info: Execution took 4 ms, user function completed successfully
Execution took 4 ms, user function completed successfully
2018-04-04T21:42:59.293Z - info: Execution took 4 ms, user function completed successfully
2018-04-04T21:42:59.295Z - info: Execution took 4 ms, user function completed successfully
Execution took 5 ms, user function completed successfully
Execution took 2 ms, user function completed successfully
2018-04-04T21:42:59.306Z - info: User function triggered, starting execution
2018-04-04T21:42:59.306Z - info: User function triggered, starting execution
2018-04-04T21:42:59.307Z - info: User function triggered, starting execution
2018-04-04T21:42:59.307Z - info: User function triggered, starting execution
2018-04-04T21:42:59.307Z - info: User function triggered, starting execution
2018-04-04T21:42:59.308Z - info: User function triggered, starting execution
2018-04-04T21:42:59.311Z - info: Execution took 2 ms, user function completed successfully
Execution took 2 ms, user function completed successfully
Execution took 4 ms, user function completed successfully
Execution took 5 ms, user function completed successfully
2018-04-04T21:42:59.313Z - info: Execution took 3 ms, user function completed successfully
Execution took 6 ms, user function completed successfully
2018-04-04T21:42:59.318Z - info: User function triggered, starting execution
Execution took 1 ms, user function completed successfully
2018-04-04T21:42:59.327Z - info: User function triggered, starting execution
User function triggered, starting execution
User function triggered, starting execution
2018-04-04T21:42:59.328Z - info: User function triggered, starting execution
2018-04-04T21:42:59.329Z - info: User function triggered, starting execution
2018-04-04T21:42:59.329Z - info: User function triggered, starting execution
2018-04-04T21:42:59.330Z - info: Execution took 3 ms, user function completed successfully
2018-04-04T21:42:59.332Z - info: Execution took 4 ms, user function completed successfully
2018-04-04T21:42:59.334Z - info: Execution took 7 ms, user function completed successfully
2018-04-04T21:42:59.335Z - info: Execution took 6 ms, user function completed successfully
Execution took 5 ms, user function completed successfully
Execution took 7 ms, user function completed successfully
2018-04-04T21:42:59.341Z - info: User function triggered, starting execution
2018-04-04T21:42:59.341Z - info: User function triggered, starting execution
2018-04-04T21:42:59.342Z - info: User function triggered, starting execution
2018-04-04T21:42:59.345Z - info: Execution took 2 ms, user function completed successfully
Execution took 2 ms, user function completed successfully
Execution took 3 ms, user function completed successfully
2018-04-04T21:42:59.350Z - info: User function triggered, starting execution
2018-04-04T21:42:59.350Z - info: User function triggered, starting execution
2018-04-04T21:42:59.352Z - info: Execution took 2 ms, user function completed successfully
Execution took 1 ms, user function completed successfully
2018-04-04T21:43:00.873Z - info: User function triggered, starting execution
2018-04-04T21:43:02.386Z - info: farm[19eef400-3836-11e8-ac5c-2f23a4b3fe56] has been activated! with sampling time => 60000 millisecs...
2018-04-04T21:43:02.387Z - info: finished activating farm!!!!!!!!!
2018-04-04T21:43:02.399Z - info: Execution took 1525 ms, user function completed successfully
2018-04-04T21:43:02.408Z - info: User function triggered, starting execution
2018-04-04T21:43:12.828Z - info: farm[19eef400-3836-11e8-ac5c-2f23a4b3fe56] checking humidity sensor #1 value at time => Thu Apr 05 2018 04:43:12 GMT+0700 (+07)
2018-04-04T21:43:22.760Z - info: farm[19eef400-3836-11e8-ac5c-2f23a4b3fe56] checking humidity sensor #2 value at time => Thu Apr 05 2018 04:43:22 GMT+0700 (+07)
2018-04-04T21:43:32.899Z - info: farm[19eef400-3836-11e8-ac5c-2f23a4b3fe56] checking humidity sensor #3 value at time => Thu Apr 05 2018 04:43:32 GMT+0700 (+07)
2018-04-04T21:43:42.660Z - info: farm[19eef400-3836-11e8-ac5c-2f23a4b3fe56] checking humidity sensor #4 value at time => Thu Apr 05 2018 04:43:42 GMT+0700 (+07)
2018-04-04T21:43:52.799Z - info: farm[19eef400-3836-11e8-ac5c-2f23a4b3fe56] checking humidity sensor #5 value at time => Thu Apr 05 2018 04:43:52 GMT+0700 (+07)
2018-04-04T21:44:02.417Z - info: Execution took 60012 ms, finished with status: 'timeout'
2018-04-04T21:44:02.427Z - info: Execution took 60022 ms, finished with status: 'crash'
2018-04-04T21:44:02.429Z - error: Something went wrong with the function!
2018-04-04T21:44:02.429Z - error:  Error: Can't set headers after they are sent.
    at validateHeader (_http_outgoing.js:491:11)
    at ServerResponse.setHeader (_http_outgoing.js:498:3)
    at ServerResponse.header (/home/srikaewa/.pnm-global/lib/node_modules/firebase-tools/node_modules/express/lib/response.js:767:10)
    at ServerResponse.send (/home/srikaewa/.pnm-global/lib/node_modules/firebase-tools/node_modules/express/lib/response.js:170:12)
    at ServerResponse.json (/home/srikaewa/.pnm-global/lib/node_modules/firebase-tools/node_modules/express/lib/response.js:267:15)
    at ProxyServer.Supervisor._proxy.on (/home/srikaewa/.pnm-global/lib/node_modules/firebase-tools/node_modules/@google-cloud/functions-emulator/src/supervisor/supervisor.js:107:14)
    at ProxyServer.emit (/home/srikaewa/.pnm-global/lib/node_modules/firebase-tools/node_modules/eventemitter3/index.js:144:27)
    at ClientRequest.proxyError (/home/srikaewa/.pnm-global/lib/node_modules/firebase-tools/node_modules/http-proxy/lib/http-proxy/passes/web-incoming.js:156:18)
    at emitOne (events.js:116:13)
    at ClientRequest.emit (events.js:211:7)
2018-04-04T21:45:01.775Z - info: Smart Irrigation System is up and running...
2018-04-04T21:45:19.508Z - info: User function triggered, starting execution
2018-04-04T21:45:20.550Z - info: Execution took 1042 ms, user function completed successfully
2018-04-04T21:45:20.576Z - info: User function triggered, starting execution
2018-04-04T21:45:20.578Z - info: User function triggered, starting execution
2018-04-04T21:45:20.579Z - info: User function triggered, starting execution
2018-04-04T21:45:20.579Z - info: User function triggered, starting execution
2018-04-04T21:45:20.580Z - info: User function triggered, starting execution
2018-04-04T21:45:20.580Z - info: User function triggered, starting execution
2018-04-04T21:45:20.586Z - info: Execution took 7 ms, user function completed successfully
2018-04-04T21:45:20.587Z - info: Execution took 7 ms, user function completed successfully
Execution took 7 ms, user function completed successfully
2018-04-04T21:45:20.588Z - info: Execution took 8 ms, user function completed successfully
2018-04-04T21:45:20.590Z - info: Execution took 8 ms, user function completed successfully
Execution took 13 ms, user function completed successfully
2018-04-04T21:45:20.592Z - info: User function triggered, starting execution
2018-04-04T21:45:20.594Z - info: Execution took 1 ms, user function completed successfully
2018-04-04T21:45:20.601Z - info: User function triggered, starting execution
User function triggered, starting execution
User function triggered, starting execution
2018-04-04T21:45:20.601Z - info: User function triggered, starting execution
2018-04-04T21:45:20.601Z - info: User function triggered, starting execution
2018-04-04T21:45:20.603Z - info: User function triggered, starting execution
2018-04-04T21:45:20.604Z - info: Execution took 3 ms, user function completed successfully
Execution took 3 ms, user function completed successfully
2018-04-04T21:45:20.604Z - info: Execution took 3 ms, user function completed successfully
2018-04-04T21:45:20.606Z - info: Execution took 4 ms, user function completed successfully
Execution took 5 ms, user function completed successfully
Execution took 3 ms, user function completed successfully
2018-04-04T21:45:20.611Z - info: User function triggered, starting execution
2018-04-04T21:45:20.617Z - info: Execution took 3 ms, user function completed successfully
2018-04-04T21:45:20.622Z - info: User function triggered, starting execution
2018-04-04T21:45:20.624Z - info: User function triggered, starting execution
